"","OTU","Sample","Abundance","Tank","Location","Treatment","Source","Combined","Kingdom","Phylum","Class","Order","Family","Genus","sd","SD","median"
"135","ASV_14","Fluid_60",0.0886524822695035,NA,NA,60,NA,"Fluid_60","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",NA,NA,0.00106452059315087
"136","ASV_14","Anterior_60",0.0333269853361265,NA,NA,60,NA,"Anterior_60","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.0329408498308275,0.00228847645284351,0.00106452059315087
"137","ASV_14","Fluid_9",0.002724610040188,NA,NA,9,NA,"Fluid_9","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.00228847645284351,0,0.00106452059315087
"138","ASV_14","Precipitates_35",0.00106452059315087,NA,NA,35,NA,"Precipitates_35","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.00199505341304784,0,0.00106452059315087
"139","ASV_141","Water_60",0.634105356605,NA,NA,60,NA,"Water_60","Bacteria","Other","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Below Threshold",0.816506312439891,0,0
"140","ASV_141","Water_35",0.0267730448983963,NA,NA,35,NA,"Water_35","Bacteria","Other","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Below Threshold",NA,0,0
"141","ASV_141","Water_9",0.0149238139298879,NA,NA,9,NA,"Water_9","Bacteria","Other","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Below Threshold",0.00353847549708022,0,0
"142","ASV_141","Precipitates_60",0.003527585720333,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Below Threshold",0.00367294528398515,0,0
"143","ASV_142","Water_35",0.888865090626757,NA,NA,35,NA,"Water_35","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Below Threshold",NA,0,0
"144","ASV_142","Water_60",0.003170526783025,NA,NA,60,NA,"Water_60","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Below Threshold",0.00570701595600876,0,0
"145","ASV_144","Water_35",1.46984016492196,NA,NA,35,NA,"Water_35","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","SAR86 clade","Below Threshold",NA,0,0
"146","ASV_144","Water_60",0.0776779061841125,NA,NA,60,NA,"Water_60","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","SAR86 clade","Below Threshold",0.0194934339531434,0.0120406729758003,0
"147","ASV_144","Water_9",0.0268628650737983,NA,NA,9,NA,"Water_9","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","SAR86 clade","Below Threshold",0.0239868189736594,0,0
"148","ASV_144","Anterior_60",0.0142829937154828,NA,NA,60,NA,"Anterior_60","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","SAR86 clade","Below Threshold",0.0120406729758003,0.00242360116358671,0
"149","ASV_144","Fluid_35",0.000894054537326777,NA,NA,35,NA,"Fluid_35","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","SAR86 clade","Below Threshold",0.00242360116358671,NA,0
"150","ASV_147","Water_60",0.515210602241562,NA,NA,60,NA,"Water_60","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Below Threshold",0.339441369961729,0,0
"151","ASV_147","Precipitates_60",0.00264568929024975,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Below Threshold",0.00156398061923624,0,0
"152","ASV_15","Water_35",5.9382613584643,NA,NA,35,NA,"Water_35","Bacteria","Other","Bacilli","Bacillales","Bacillaceae","Below Threshold",NA,0,0
"153","ASV_15","Water_9",3.61305535242587,NA,NA,9,NA,"Water_9","Bacteria","Other","Bacilli","Bacillales","Bacillaceae","Below Threshold",3.71626093197571,0,0
"154","ASV_15","Water_60",1.61538339595124,NA,NA,60,NA,"Water_60","Bacteria","Other","Bacilli","Bacillales","Bacillaceae","Below Threshold",1.59803303168693,0,0
"155","ASV_151","Water_35",0.385531846536907,NA,NA,35,NA,"Water_35","Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",NA,0.00470384772030003,0
"156","ASV_151","Water_60",0.369366370222412,NA,NA,60,NA,"Water_60","Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",0.157268172170589,0,0
"157","ASV_151","Precipitates_60",0.00793706787074926,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",0.00349663092742986,0,0
"158","ASV_151","Water_9",0.00447714417896638,NA,NA,9,NA,"Water_9","Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",0.00322983371115291,0,0
"159","ASV_151","Anterior_35",0.00421745181561301,NA,NA,35,NA,"Anterior_35","Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",0.00470384772030003,NA,0
"160","ASV_152","Water_60",0.64044641017105,NA,NA,60,NA,"Water_60","Bacteria","Other","Bacteroidia","Flavobacteriales","Cryomorphaceae","Below Threshold",0.857859467420295,0,0
"161","ASV_152","Water_9",0.0179085767158655,NA,NA,9,NA,"Water_9","Bacteria","Other","Bacteroidia","Flavobacteriales","Cryomorphaceae","Below Threshold",0.0302656633408424,0,0
"162","ASV_152","Precipitates_60",0.000881896430083251,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Bacteroidia","Flavobacteriales","Cryomorphaceae","Below Threshold",0.000918236320996287,0,0
"163","ASV_157","Water_60",0.301200044387375,NA,NA,60,NA,"Water_60","Bacteria","Other","Bacteroidia","Cytophagales","Cyclobacteriaceae","Below Threshold",0.211457498956438,0,0
"164","ASV_157","Water_9",0.141776232333935,NA,NA,9,NA,"Water_9","Bacteria","Other","Bacteroidia","Cytophagales","Cyclobacteriaceae","Below Threshold",0.0249283414525167,0.00802711531720022,0
"165","ASV_157","Anterior_60",0.00952199581032184,NA,NA,60,NA,"Anterior_60","Bacteria","Other","Bacteroidia","Cytophagales","Cyclobacteriaceae","Below Threshold",0.00802711531720022,0,0
"166","ASV_157","Precipitates_60",0.0017637928601665,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Bacteroidia","Cytophagales","Cyclobacteriaceae","Below Threshold",0.00239196330034505,0,0
"167","ASV_159","Water_35",0.366790715108029,NA,NA,35,NA,"Water_35","Bacteria","Other","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Below Threshold",NA,0,0
"168","ASV_159","Water_60",0.187061080198475,NA,NA,60,NA,"Water_60","Bacteria","Other","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Below Threshold",0.0467631335545304,0.0120406729758003,0
"169","ASV_159","Water_9",0.0298476278597758,NA,NA,9,NA,"Water_9","Bacteria","Other","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Below Threshold",0.0362888702464164,0,0
"170","ASV_159","Anterior_60",0.0142829937154828,NA,NA,60,NA,"Anterior_60","Bacteria","Other","Acidimicrobiia","Actinomarinales","Actinomarinaceae","Below Threshold",0.0120406729758003,0,0
"171","ASV_16","Precipitates_35",4.65727759503508,NA,NA,35,NA,"Precipitates_35","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Morganellaceae","Below Threshold",5.28855335012846,3.08115772629788,0
"172","ASV_16","Anterior_35",0.885664881278731,NA,NA,35,NA,"Anterior_35","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Morganellaceae","Below Threshold",3.08115772629788,0,0
"173","ASV_16","Posterior_35",0.494112699747687,NA,NA,35,NA,"Posterior_35","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Morganellaceae","Below Threshold",0.762018046950643,0,0
"174","ASV_16","Fluid_35",0.00625838176128744,NA,NA,35,NA,"Fluid_35","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Morganellaceae","Below Threshold",0.00594200085911546,0.00594200085911546,0
"175","ASV_160","Water_60",0.420094798750812,NA,NA,60,NA,"Water_60","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","Below Threshold",0.444541817809834,0,0
"176","ASV_160","Water_35",0.0240957404085567,NA,NA,35,NA,"Water_35","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","Below Threshold",NA,0,0
"177","ASV_160","Precipitates_60",0.0123465500211655,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","Below Threshold",0.0119750498146434,0,0
"178","ASV_160","Water_9",0.00149238139298879,NA,NA,9,NA,"Water_9","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","Below Threshold",0.00181444351232082,0,0
"179","ASV_168","Water_9",0.299968659990747,NA,NA,9,NA,"Water_9","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","Below Threshold",0.343020235356197,0,0
"180","ASV_168","Water_35",0.1418971379615,NA,NA,35,NA,"Water_35","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","Below Threshold",NA,0,0
"181","ASV_168","Water_60",0.0301200044387375,NA,NA,60,NA,"Water_60","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","Below Threshold",0.0377084647420308,0,0
"182","ASV_168","Precipitates_60",0.000881896430083251,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","Below Threshold",0.000918236320996287,0,0
"183","ASV_17","Precipitates_35",3.49695014850062,NA,NA,35,NA,"Precipitates_35","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Below Threshold",6.55375046186217,0.346317810097749,0
"184","ASV_17","Anterior_35",0.189785331702585,NA,NA,35,NA,"Anterior_35","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Below Threshold",0.346317810097749,0.00802711531720022,0
"185","ASV_17","Anterior_60",0.00952199581032184,NA,NA,60,NA,"Anterior_60","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Below Threshold",0.00802711531720022,0.00549595686996312,0
"186","ASV_17","Anterior_9",0.0062625250501002,NA,NA,9,NA,"Anterior_9","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Below Threshold",0.00549595686996312,0.00346286443271345,0
"187","ASV_17","Fluid_35",0.00357621814930711,NA,NA,35,NA,"Fluid_35","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Below Threshold",0.00346286443271345,NA,0
"188","ASV_17","Precipitates_60",0.00264568929024975,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Below Threshold",0.00239956804655936,0.0027656173078637,0
"189","ASV_17","Fluid_9",0.001362305020094,NA,NA,9,NA,"Fluid_9","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Below Threshold",0.0027656173078637,0,0
"190","ASV_171","Water_60",0.529477972765175,NA,NA,60,NA,"Water_60","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Idiomarinaceae","Below Threshold",0.669884524559078,0,0
"191","ASV_171","Precipitates_60",0.00440948215041626,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Idiomarinaceae","Below Threshold",0.0135751297716818,0,0
"192","ASV_171","Water_35",0.00267730448983963,NA,NA,35,NA,"Water_35","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Idiomarinaceae","Below Threshold",NA,0,0
"193","ASV_171","Water_9",0.00149238139298879,NA,NA,9,NA,"Water_9","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Idiomarinaceae","Below Threshold",0.00252213861173687,0,0
"194","ASV_172","Water_9",0.40742012028594,NA,NA,9,NA,"Water_9","Bacteria","Other","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Below Threshold",0.250549046474338,0,0
"195","ASV_172","Fluid_60",0.0886524822695035,NA,NA,60,NA,"Fluid_60","Bacteria","Other","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Below Threshold",NA,0,0
"196","ASV_172","Water_60",0.0126821071321,NA,NA,60,NA,"Water_60","Bacteria","Other","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Below Threshold",0.00528897880874585,0,0
"197","ASV_172","Water_35",0.00803191346951889,NA,NA,35,NA,"Water_35","Bacteria","Other","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Below Threshold",NA,0,0
"198","ASV_173","Water_35",0.57562046531552,NA,NA,35,NA,"Water_35","Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",NA,0,0
"199","ASV_173","Water_60",0.0808484329671375,NA,NA,60,NA,"Water_60","Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",0.027902944714161,0,0
"200","ASV_173","Water_9",0.00298476278597758,NA,NA,9,NA,"Water_9","Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",0.000707695099416043,0,0
"201","ASV_173","Precipitates_35",0.00106452059315087,NA,NA,35,NA,"Precipitates_35","Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",0.00199505341304784,0,0
"202","ASV_175","Water_60",0.372536897005437,NA,NA,60,NA,"Water_60","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.557940987725954,0,0
"203","ASV_175","Water_35",0.0294503493882359,NA,NA,35,NA,"Water_35","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",NA,0,0
"204","ASV_175","Precipitates_60",0.00970086073091576,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.0267029847915174,0,0
"205","ASV_175","Water_9",0.00596952557195517,NA,NA,9,NA,"Water_9","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.00575197232288977,0,0
"206","ASV_178","Water_35",0.21953896816685,NA,NA,35,NA,"Water_35","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",NA,0,0
"207","ASV_178","Water_60",0.201328450722087,NA,NA,60,NA,"Water_60","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.0434395016607359,0,0
"208","ASV_178","Fluid_60",0.0886524822695035,NA,NA,60,NA,"Fluid_60","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",NA,0,0
"209","ASV_178","Precipitates_60",0.003527585720333,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.00367294528398515,0,0
"210","ASV_178","Fluid_9",0.002724610040188,NA,NA,9,NA,"Fluid_9","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.0050392796472866,NA,0
"211","ASV_18","Precipitates_35",3.39901425393074,NA,NA,35,NA,"Precipitates_35","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Enterobacterales_X","Below Threshold",6.37020554786177,0.43097327478831,0
"212","ASV_18","Anterior_35",0.236177301674328,NA,NA,35,NA,"Anterior_35","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Enterobacterales_X","Below Threshold",0.43097327478831,0,0
"213","ASV_18","Fluid_35",0.00536432722396066,NA,NA,35,NA,"Fluid_35","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Enterobacterales_X","Below Threshold",0.0145416069815203,0,0
"214","ASV_18","Precipitates_60",0.003527585720333,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Enterobacterales_X","Below Threshold",0.00273508337575538,0.0145416069815203,0
"215","ASV_18","Fluid_9",0.002724610040188,NA,NA,9,NA,"Fluid_9","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Enterobacterales_X","Below Threshold",0.00246122749218891,NA,0
"216","ASV_181","Water_9",0.119390511439103,NA,NA,9,NA,"Water_9","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Below Threshold",0.154068685574315,0,0
"217","ASV_181","Fluid_35",0.0751005811354493,NA,NA,35,NA,"Fluid_35","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Below Threshold",0.0713040103093855,0,0
"218","ASV_181","Posterior_60",0.0457561198810341,NA,NA,60,NA,"Posterior_60","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Below Threshold",0.0387743632766706,0.0909213022345867,0
"219","ASV_181","Water_60",0.0269494776557125,NA,NA,60,NA,"Water_60","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Below Threshold",0.0341244438846798,0.0713040103093855,0
"220","ASV_181","Precipitates_60",0.0238112036122478,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Below Threshold",0.0232555869251703,NA,0
"221","ASV_181","Anterior_9",0.0062625250501002,NA,NA,9,NA,"Anterior_9","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Below Threshold",0.0909213022345867,0,0
"222","ASV_181","Precipitates_35",0.00212904118630175,NA,NA,35,NA,"Precipitates_35","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Below Threshold",0.00241762438863015,0,0
"223","ASV_19","Water_9",8.46031011685346,NA,NA,9,NA,"Water_9","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",2.88353458558027,0.00470384772030003,0.00421745181561301
"224","ASV_19","Water_60",5.12515654475991,NA,NA,60,NA,"Water_60","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",3.19387012651382,0.0321084612688009,0.00421745181561301
"225","ASV_19","Water_35",4.48448502048138,NA,NA,35,NA,"Water_35","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",NA,0,0.00421745181561301
"226","ASV_19","Fluid_60",0.531914893617021,NA,NA,60,NA,"Fluid_60","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",NA,0.00242360116358671,0.00421745181561301
"227","ASV_19","Precipitates_60",0.0440948215041626,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.0286655119632293,NA,0.00421745181561301
"228","ASV_19","Anterior_60",0.0380879832412874,NA,NA,60,NA,"Anterior_60","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.0321084612688009,0.00654730837737004,0.00421745181561301
"229","ASV_19","Fluid_9",0.00681152510047,NA,NA,9,NA,"Fluid_9","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.00654730837737004,0,0.00421745181561301
"230","ASV_19","Anterior_35",0.00421745181561301,NA,NA,35,NA,"Anterior_35","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.00470384772030003,0,0.00421745181561301
"231","ASV_19","Precipitates_35",0.00319356177945262,NA,NA,35,NA,"Precipitates_35","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.00598516023914353,0,0.00421745181561301
"232","ASV_19","Fluid_35",0.000894054537326777,NA,NA,35,NA,"Fluid_35","Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.00242360116358671,NA,0.00421745181561301
"233","ASV_194","Water_60",0.263153722991075,NA,NA,60,NA,"Water_60","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Below Threshold",0.0363523667467125,0,0
"234","ASV_194","Anterior_60",0.0999809560083793,NA,NA,60,NA,"Anterior_60","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Below Threshold",0.0842847108306023,0.0842847108306023,0
"235","ASV_194","Precipitates_60",0.003527585720333,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Below Threshold",0.00367294528398515,0,0
"236","ASV_194","Water_9",0.00149238139298879,NA,NA,9,NA,"Water_9","Bacteria","Other","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Below Threshold",0.00181444351232082,0,0
"237","ASV_198","Water_60",0.275835830123175,NA,NA,60,NA,"Water_60","Bacteria","Other","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","Below Threshold",0.382853880029653,0,0
"238","ASV_198","Water_9",0.0134314325368991,NA,NA,9,NA,"Water_9","Bacteria","Other","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","Below Threshold",0.0226992475056318,0.00401355765860011,0
"239","ASV_198","Anterior_60",0.00476099790516092,NA,NA,60,NA,"Anterior_60","Bacteria","Other","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","Below Threshold",0.00401355765860011,0,0
"240","ASV_198","Precipitates_60",0.00264568929024975,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","Below Threshold",0.00357793086369044,0,0
"241","ASV_199","Water_60",0.6087411423408,NA,NA,60,NA,"Water_60","Bacteria","Other","Clostridia","Peptostreptococcales-Tissierellales","Fusibacteraceae","Below Threshold",0.0755471863440293,0,0
"242","ASV_199","Anterior_60",0.0380879832412874,NA,NA,60,NA,"Anterior_60","Bacteria","Other","Clostridia","Peptostreptococcales-Tissierellales","Fusibacteraceae","Below Threshold",0.0321084612688009,0.0321084612688009,0
"243","ASV_199","Precipitates_60",0.00440948215041626,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Clostridia","Peptostreptococcales-Tissierellales","Fusibacteraceae","Below Threshold",0.00470273032815362,0,0
"244","ASV_2","Precipitates_35",49.665208273454,NA,NA,35,NA,"Precipitates_35","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",56.3907251945552,6.49209331777176,0.230326295585413
"245","ASV_2","Fluid_35",29.8104604380867,NA,NA,35,NA,"Fluid_35","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",28.3034478064981,0.0200677882930005,0.230326295585413
"246","ASV_2","Fluid_9",3.77086029562019,NA,NA,9,NA,"Fluid_9","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",5.39306172518523,0,0.230326295585413
"247","ASV_2","Precipitates_60",2.95258924791872,NA,NA,60,NA,"Precipitates_60","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",3.24345576431352,28.3034478064981,0.230326295585413
"248","ASV_2","Anterior_35",1.87676605794779,NA,NA,35,NA,"Anterior_35","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",6.49209331777176,NA,0.230326295585413
"249","ASV_2","Posterior_35",1.46131202691337,NA,NA,35,NA,"Posterior_35","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",2.25362784098169,5.39306172518523,0.230326295585413
"250","ASV_2","Water_60",0.72922116009575,NA,NA,60,NA,"Water_60","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",1.05551075513043,2.25362784098169,0.230326295585413
"251","ASV_2","Posterior_QC",0.230326295585413,NA,NA,NA,NA,"Posterior_QC","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",NA,0,0.230326295585413
"252","ASV_2","Water_9",0.189532436909577,NA,NA,9,NA,"Water_9","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",0.242253125457544,0.0102449548129027,0.230326295585413
"253","ASV_2","Fluid_60",0.0886524822695035,NA,NA,60,NA,"Fluid_60","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",NA,NA,0.230326295585413
"254","ASV_2","Anterior_60",0.0238049895258046,NA,NA,60,NA,"Anterior_60","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",0.0200677882930005,56.3907251945552,0.230326295585413
"255","ASV_2","Posterior_9",0.0129651238169325,NA,NA,9,NA,"Posterior_9","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",0.0102449548129027,3.24345576431352,0.230326295585413
"256","ASV_2","Water_35",0.00803191346951889,NA,NA,35,NA,"Water_35","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",NA,NA,0.230326295585413
"257","ASV_20","Water_9",7.59323652752698,NA,NA,9,NA,"Water_9","Bacteria","Other","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Below Threshold",7.05492436441138,0,0
"258","ASV_20","Water_60",0.179134763240912,NA,NA,60,NA,"Water_60","Bacteria","Other","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Below Threshold",0.212479996853937,0,0
"259","ASV_20","Water_35",0.00267730448983963,NA,NA,35,NA,"Water_35","Bacteria","Other","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Below Threshold",NA,0,0
"260","ASV_20","Precipitates_60",0.0017637928601665,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Below Threshold",0.00394755918901662,0,0
"261","ASV_200","Fluid_60",15.9574468085106,NA,NA,60,NA,"Fluid_60","Bacteria","Other","Bacteroidia","Bacteroidales","Bacteroidaceae","Below Threshold",NA,0,0
"262","ASV_200","Posterior_35",0.0420521446593776,NA,NA,35,NA,"Posterior_35","Bacteria","Other","Bacteroidia","Bacteroidales","Bacteroidaceae","Below Threshold",0.0648525997404803,0,0
"263","ASV_200","Posterior_9",0.0129651238169325,NA,NA,9,NA,"Posterior_9","Bacteria","Other","Bacteroidia","Bacteroidales","Bacteroidaceae","Below Threshold",0.0102449548129027,0,0
"264","ASV_200","Water_60",0.0015852633915125,NA,NA,60,NA,"Water_60","Bacteria","Other","Bacteroidia","Bacteroidales","Bacteroidaceae","Below Threshold",0.00285350797800438,0,0
"265","ASV_205","Water_60",0.391560057703587,NA,NA,60,NA,"Water_60","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Below Threshold",0.180846344171843,0,0
"266","ASV_205","Water_9",0.079096213828406,NA,NA,9,NA,"Water_9","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Below Threshold",0.125000182173938,0.0200677882930005,0
"267","ASV_205","Anterior_60",0.0238049895258046,NA,NA,60,NA,"Anterior_60","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Below Threshold",0.0200677882930005,0,0
"268","ASV_205","Precipitates_60",0.00440948215041626,NA,NA,60,NA,"Precipitates_60","Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Below Threshold",0.00739977786808172,0,0
"269","ASV_212","Water_35",0.449787154293058,NA,NA,35,NA,"Water_35","Bacteria","Other","Bacteroidia","Sphingobacteriales","NS11-12 marine group","Below Threshold",NA,0,0
"270","ASV_212","Water_60",0.066581062443525,NA,NA,60,NA,"Water_60","Bacteria","Other","Bacteroidia","Sphingobacteriales","NS11-12 marine group","Below Threshold",0.03704887527541,0,0
