"","OTU","Sample","Abundance","Tank","Location","Treatment","Source","Combined","Kingdom","Phylum","Class","Order","Family","Genus","sd","median"
"145","ASV_16","Precipitates",2.11015236505877,NA,"Precipitates",50,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Morganella",3.34477482274398,0.270133763464213
"146","ASV_16","Anterior",0.346060675971854,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Morganella",1.77890724269377,0.270133763464213
"147","ASV_16","Posterior",0.194206850956572,NA,"Posterior",NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Morganella",0.439951324534307,0.270133763464213
"148","ASV_16","Fluid",0.00375570733382336,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae","Morganella",0.00388995267376989,0.270133763464213
"149","ASV_160","Precipitates",0.00675248756818807,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","Below Threshold",0.0106152396912977,0
"150","ASV_160","Fluid",0,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","Below Threshold",0,0
"151","ASV_160","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","Below Threshold",0,0
"152","ASV_160","Anterior",0,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","Below Threshold",0,0
"153","ASV_168","Precipitates",0.000482320540584862,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","Below Threshold",0.000711262795820278,0
"154","ASV_168","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","Below Threshold",0,0
"155","ASV_168","Fluid",0,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","Below Threshold",0,0
"156","ASV_168","Anterior",0,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Porticoccaceae","Below Threshold",0,0
"157","ASV_17","Precipitates",1.58586993744303,NA,"Precipitates",50,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrionaceae_X",4.14407484483689,0.0408911155874345
"158","ASV_17","Anterior",0.0790995830792808,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrionaceae_X",0.199038368459305,0.0408911155874345
"159","ASV_17","Fluid",0.00268264809558812,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrionaceae_X",0.00330113924278024,0.0408911155874345
"160","ASV_17","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrionaceae_X",0,0.0408911155874345
"161","ASV_172","Fluid",0.000536529619117623,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Below Threshold",0.0335074887419528,0
"162","ASV_172","Precipitates",0,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Below Threshold",0,0
"163","ASV_172","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Below Threshold",0,0
"164","ASV_172","Anterior",0,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Below Threshold",0,0
"165","ASV_173","Precipitates",0.000482320540584862,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",0.00126178256778478,0
"166","ASV_173","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",0,0
"167","ASV_173","Fluid",0,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",0,0
"168","ASV_173","Anterior",0,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",0,0
"169","ASV_175","Precipitates",0.00530552594643348,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.0208640538821381,0
"170","ASV_175","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0,0
"171","ASV_175","Anterior",0,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0,0
"172","ASV_175","Fluid",0,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0,0
"173","ASV_178","Precipitates",0.00192928216233945,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.00284505118328111,0.000804794428676435
"174","ASV_178","Fluid",0.00160958885735287,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.0331177929883621,0.000804794428676435
"175","ASV_178","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0,0.000804794428676435
"176","ASV_178","Anterior",0,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0,0.000804794428676435
"177","ASV_18","Precipitates",1.5419787682498,NA,"Precipitates",50,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacterales_X","Enterobacterales_XX",4.02781322575912,0.0482875419393843
"178","ASV_18","Anterior",0.0922828469258277,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacterales_X","Enterobacterales_XX",0.248822536212566,0.0482875419393843
"179","ASV_18","Fluid",0.00429223695294099,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacterales_X","Enterobacterales_XX",0.00921772752000125,0.0482875419393843
"180","ASV_18","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacterales_X","Enterobacterales_XX",0,0.0482875419393843
"181","ASV_181","Fluid",0.0450684880058804,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Shewanella",0.0466794320852387,0.011125708497131
"182","ASV_181","Precipitates",0.013987295676961,NA,"Precipitates",50,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Shewanella",0.0219686145873499,0.011125708497131
"183","ASV_181","Posterior",0.00826412131730094,NA,"Posterior",NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Shewanella",0.0223863890754421,0.011125708497131
"184","ASV_181","Anterior",0.00164790798081835,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Shewanellaceae","Shewanella",0.05249343832021,0.011125708497131
"185","ASV_194","Anterior",0.0346060675971854,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Below Threshold",0.048661800486618,0.000964641081169724
"186","ASV_194","Precipitates",0.00192928216233945,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Below Threshold",0.00284505118328111,0.000964641081169724
"187","ASV_194","Fluid",0,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Below Threshold",0,0.000964641081169724
"188","ASV_194","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Gammaproteobacteria","Enterobacterales","Colwelliaceae","Below Threshold",0,0.000964641081169724
"189","ASV_198","Anterior",0.00164790798081835,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","Below Threshold",0.00231722859460086,0.000723480810877293
"190","ASV_198","Precipitates",0.00144696162175459,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","Below Threshold",0.00296114694454708,0.000723480810877293
"191","ASV_198","Fluid",0,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","Below Threshold",0,0.000723480810877293
"192","ASV_198","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Alphaproteobacteria","Sneathiellales","Sneathiellaceae","Below Threshold",0,0.000723480810877293
"193","ASV_2","Precipitates",24.1174739908648,NA,"Precipitates",50,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",34.7865280620065,10.0583580984719
"194","ASV_2","Fluid",19.3751576055756,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",18.2681289998684,10.0583580984719
"195","ASV_2","Anterior",0.741558591368258,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",3.75011222264136,10.0583580984719
"196","ASV_2","Posterior",0.603280856162968,NA,"Posterior",NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Photobacterium",1.2931459804167,10.0583580984719
"197","ASV_200","Fluid",0.0965753314411722,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",6.0313479735515,0.0103301516466262
"198","ASV_200","Posterior",0.0206603032932523,NA,"Posterior",NA,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",0.0371492929662867,0.0103301516466262
"199","ASV_200","Precipitates",0,NA,"Precipitates",50,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",0,0.0103301516466262
"200","ASV_200","Anterior",0,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",0,0.0103301516466262
"201","ASV_205","Anterior",0.00823953990409176,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Below Threshold",0.0115861429730043,0.00120580135146215
"202","ASV_205","Precipitates",0.00241160270292431,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Below Threshold",0.0061107684702389,0.00120580135146215
"203","ASV_205","Fluid",0,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Below Threshold",0,0.00120580135146215
"204","ASV_205","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Below Threshold",0,0.00120580135146215
"205","ASV_212","Fluid",0,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Bacteroidia","Sphingobacteriales","NS11-12 marine group","Below Threshold",0,0
"206","ASV_212","Anterior",0,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Bacteroidia","Sphingobacteriales","NS11-12 marine group","Below Threshold",0,0
"207","ASV_212","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Bacteroidia","Sphingobacteriales","NS11-12 marine group","Below Threshold",0,0
"208","ASV_212","Precipitates",0,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Bacteroidia","Sphingobacteriales","NS11-12 marine group","Below Threshold",0,0
"209","ASV_22","Precipitates",0.000482320540584862,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.00210305006113312,0
"210","ASV_22","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0,0
"211","ASV_22","Fluid",0,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0,0
"212","ASV_22","Anterior",0,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0,0
"213","ASV_222","Precipitates",0.000964641081169724,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Below Threshold",0.00305776619944589,0
"214","ASV_222","Anterior",0,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Below Threshold",0,0
"215","ASV_222","Fluid",0,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Below Threshold",0,0
"216","ASV_222","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Gammaproteobacteria","Nitrosococcales","Methylophagaceae","Below Threshold",0,0
"217","ASV_223","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Below Threshold",0,0
"218","ASV_223","Precipitates",0,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Below Threshold",0,0
"219","ASV_223","Anterior",0,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Below Threshold",0,0
"220","ASV_223","Fluid",0,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Below Threshold",0,0
"221","ASV_224","Precipitates",0.00192928216233945,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Below Threshold",0.00616988969934301,0
"222","ASV_224","Anterior",0,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Below Threshold",0,0
"223","ASV_224","Fluid",0,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Below Threshold",0,0
"224","ASV_224","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae","Below Threshold",0,0
"225","ASV_23","Precipitates",0.756760928177648,NA,"Precipitates",50,NA,NA,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",0.713428447259723,0.478315505592052
"226","ASV_23","Anterior",0.484484946360595,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",0.598661306032651,0.478315505592052
"227","ASV_23","Fluid",0.472146064823509,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",0.35508593413845,0.478315505592052
"228","ASV_23","Posterior",0.144622123052766,NA,"Posterior",NA,NA,NA,"Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",0.155361407694606,0.478315505592052
"229","ASV_234","Precipitates",0.00144696162175459,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Alphaproteobacteria","Puniceispirillales","SAR116 clade","Below Threshold",0.00164870109794285,0
"230","ASV_234","Fluid",0,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Alphaproteobacteria","Puniceispirillales","SAR116 clade","Below Threshold",0,0
"231","ASV_234","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Alphaproteobacteria","Puniceispirillales","SAR116 clade","Below Threshold",0,0
"232","ASV_234","Anterior",0,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Alphaproteobacteria","Puniceispirillales","SAR116 clade","Below Threshold",0,0
"233","ASV_239","Precipitates",0.000482320540584862,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Thioglobaceae","Below Threshold",0.000711262795820278,0
"234","ASV_239","Fluid",0,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Thioglobaceae","Below Threshold",0,0
"235","ASV_239","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Thioglobaceae","Below Threshold",0,0
"236","ASV_239","Anterior",0,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Thioglobaceae","Below Threshold",0,0
"237","ASV_24","Precipitates",0.0651132729789564,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.0791461543102623,0.00356408077119551
"238","ASV_24","Anterior",0.0065916319232734,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.00714013576093891,0.00356408077119551
"239","ASV_24","Fluid",0.000536529619117623,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.00164949145941009,0.00356408077119551
"240","ASV_24","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0,0.00356408077119551
"241","ASV_241","Precipitates",0.00337624378409403,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Halieaceae","Below Threshold",0.00764945209854285,0
"242","ASV_241","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Halieaceae","Below Threshold",0,0
"243","ASV_241","Anterior",0,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Halieaceae","Below Threshold",0,0
"244","ASV_241","Fluid",0,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Halieaceae","Below Threshold",0,0
"245","ASV_243","Precipitates",0.00289392324350917,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Below Threshold",0.00426757677492167,0.000823953990409176
"246","ASV_243","Anterior",0.00164790798081835,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Below Threshold",0.00231722859460086,0.000823953990409176
"247","ASV_243","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Below Threshold",0,0.000823953990409176
"248","ASV_243","Fluid",0,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Gammaproteobacteria","Pseudomonadales","Alcanivoracaceae1","Below Threshold",0,0.000823953990409176
"249","ASV_249","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Alphaproteobacteria","Parvibaculales","Parvibaculaceae","Below Threshold",0,0
"250","ASV_249","Anterior",0,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Alphaproteobacteria","Parvibaculales","Parvibaculaceae","Below Threshold",0,0
"251","ASV_249","Fluid",0,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Alphaproteobacteria","Parvibaculales","Parvibaculaceae","Below Threshold",0,0
"252","ASV_249","Precipitates",0,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Alphaproteobacteria","Parvibaculales","Parvibaculaceae","Below Threshold",0,0
"253","ASV_25","Anterior",0.0164790798081835,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.0231722859460086,0.00367161313291923
"254","ASV_25","Precipitates",0.0062701670276032,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.00885177190778539,0.00367161313291923
"255","ASV_25","Fluid",0.00107305923823525,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.00187770222534264,0.00367161313291923
"256","ASV_25","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0,0.00367161313291923
"257","ASV_251","Fluid",0.000536529619117623,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Bacilli","Bacillales","Bacillaceae","Below Threshold",0.0335074887419528,0
"258","ASV_251","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Bacilli","Bacillales","Bacillaceae","Below Threshold",0,0
"259","ASV_251","Precipitates",0,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Bacilli","Bacillales","Bacillaceae","Below Threshold",0,0
"260","ASV_251","Anterior",0,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Bacilli","Bacillales","Bacillaceae","Below Threshold",0,0
"261","ASV_254","Fluid",0.000536529619117623,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Lentisphaeria","Lentisphaerales","Lentisphaeraceae","Below Threshold",0.00127626024990453,0
"262","ASV_254","Precipitates",0,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Lentisphaeria","Lentisphaerales","Lentisphaeraceae","Below Threshold",0,0
"263","ASV_254","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Lentisphaeria","Lentisphaerales","Lentisphaeraceae","Below Threshold",0,0
"264","ASV_254","Anterior",0,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Lentisphaeria","Lentisphaerales","Lentisphaeraceae","Below Threshold",0,0
"265","ASV_257","Precipitates",0,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Below Threshold",0,0
"266","ASV_257","Anterior",0,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Below Threshold",0,0
"267","ASV_257","Fluid",0,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Below Threshold",0,0
"268","ASV_257","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Below Threshold",0,0
"269","ASV_267","Precipitates",0.000964641081169724,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0.00252356513556955,0
"270","ASV_267","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0,0
"271","ASV_267","Anterior",0,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0,0
"272","ASV_267","Fluid",0,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Below Threshold",0,0
"273","ASV_268","Anterior",0,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Rhodothermia","Balneolales","Balneolaceae","Below Threshold",0,0
"274","ASV_268","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Rhodothermia","Balneolales","Balneolaceae","Below Threshold",0,0
"275","ASV_268","Precipitates",0,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Rhodothermia","Balneolales","Balneolaceae","Below Threshold",0,0
"276","ASV_268","Fluid",0,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Rhodothermia","Balneolales","Balneolaceae","Below Threshold",0,0
"277","ASV_27","Precipitates",0.00868176973052751,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Below Threshold",0.00821897852538139,0.000268264809558812
"278","ASV_27","Fluid",0.000536529619117623,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Below Threshold",0.00158661939807416,0.000268264809558812
"279","ASV_27","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Below Threshold",0,0.000268264809558812
"280","ASV_27","Anterior",0,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Below Threshold",0,0.000268264809558812
"281","ASV_270","Precipitates",0.0429265281120527,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Below Threshold",0.0974150567363583,0.00214611847647049
"282","ASV_270","Fluid",0.00429223695294099,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Below Threshold",0.00813544953061531,0.00214611847647049
"283","ASV_270","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Below Threshold",0,0.00214611847647049
"284","ASV_270","Anterior",0,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Below Threshold",0,0.00214611847647049
"285","ASV_275","Anterior",0.00164790798081835,NA,"Anterior",34.6666666666667,NA,NA,"Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",0.00271576774754223,0.000723480810877293
"286","ASV_275","Precipitates",0.00144696162175459,NA,"Precipitates",50,NA,NA,"Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",0.00213378838746083,0.000723480810877293
"287","ASV_275","Posterior",0,NA,"Posterior",NA,NA,NA,"Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",0,0.000723480810877293
"288","ASV_275","Fluid",0,NA,"Fluid",27.4285714285714,NA,NA,"Bacteria","Other","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Below Threshold",0,0.000723480810877293
